formatted_date,temperature,apparent_temperature,humidity,wind_speed,wind_bearing,visibility,pressure
2007-09-30 14:00:00+00:00,22.8,22.8,0.37,4.17,80.0,9.98,1025.01
2007-09-30 15:00:00+00:00,22.28,22.28,0.39,5.17,314.0,10.35,1024.95
2007-09-30 16:00:00+00:00,19.95,19.95,0.53,6.44,330.0,9.98,1025.01
2007-09-30 17:00:00+00:00,17.2,17.2,0.64,3.22,320.0,9.98,1025.42
2007-09-30 18:00:00+00:00,15.06,15.06,0.74,3.06,345.0,9.98,1025.83
2007-09-30 19:00:00+00:00,13.73,13.73,0.78,3.03,25.0,9.98,1026.22
2007-09-30 20:00:00+00:00,12.71,12.71,0.78,0.0,0.0,15.83,1026.43
2007-09-30 21:00:00+00:00,11.53,11.53,0.86,6.6,327.0,14.96,1026.64
2007-09-03 22:00:00+00:00,13.81,13.81,0.72,2.99,217.0,15.83,1011.0
2007-09-03 23:00:00+00:00,12.69,12.69,0.74,3.09,193.0,15.83,1010.81
2007-09-04 00:00:00+00:00,10.99,10.99,0.88,11.69,326.0,6.89,1009.98
2007-09-04 01:00:00+00:00,12.81,12.81,0.74,2.96,170.0,15.83,1010.08
2007-09-04 02:00:00+00:00,12.92,12.92,0.72,5.41,163.0,15.83,1009.62
2007-09-04 03:00:00+00:00,11.79,11.79,0.74,1.42,147.0,14.96,1009.46
2007-09-04 04:00:00+00:00,10.37,10.37,0.72,0.74,317.0,10.05,1009.45
2007-09-04 05:00:00+00:00,12.5,12.5,0.73,8.11,354.0,10.05,1009.91
2007-09-04 06:00:00+00:00,16.89,16.89,0.7,14.62,346.0,11.08,1009.65
2007-09-04 07:00:00+00:00,18.52,18.52,0.62,22.22,339.0,11.27,1009.81
2007-09-04 08:00:00+00:00,19.61,19.61,0.62,23.63,339.0,11.27,1010.11
2007-09-04 09:00:00+00:00,18.72,18.72,0.61,23.96,331.0,11.45,1010.17
2007-09-04 10:00:00+00:00,17.57,17.57,0.61,22.43,339.0,11.27,1010.0
2007-09-04 11:00:00+00:00,17.55,17.55,0.61,23.67,348.0,11.27,1009.63
2007-09-04 12:00:00+00:00,17.7,17.7,0.62,25.92,339.0,11.45,1009.24
2007-09-04 13:00:00+00:00,16.88,16.88,0.65,23.65,329.0,11.13,1009.13
2007-09-04 14:00:00+00:00,14.8,14.8,0.74,23.01,323.0,9.31,1009.22
2007-09-04 15:00:00+00:00,12.76,12.76,0.84,23.47,320.0,7.91,1009.32
2007-09-04 16:00:00+00:00,12.22,12.22,0.86,29.82,331.0,10.95,1009.22
2007-09-04 17:00:00+00:00,12.17,12.17,0.86,24.96,340.0,4.91,1009.24
2007-09-04 18:00:00+00:00,11.23,11.23,0.88,30.53,356.0,7.33,1010.46
2007-09-04 19:00:00+00:00,11.13,11.13,0.86,23.36,340.0,6.12,1010.59
2007-09-04 20:00:00+00:00,10.6,10.6,0.86,19.93,340.0,4.67,1010.38
2007-09-04 21:00:00+00:00,10.63,10.63,0.9,16.57,329.0,4.57,1010.03
2007-09-04 22:00:00+00:00,11.16,11.16,0.86,17.08,321.0,4.81,1010.18
2007-09-04 23:00:00+00:00,10.58,10.58,0.89,14.26,331.0,6.34,1010.07
2007-09-05 00:00:00+00:00,8.64,7.27,0.9,8.69,196.0,4.11,1011.1
2007-09-05 01:00:00+00:00,10.51,10.51,0.86,17.07,329.0,6.34,1010.09
2007-09-05 02:00:00+00:00,9.98,7.99,0.89,14.3,319.0,6.34,1009.81
2007-09-05 03:00:00+00:00,9.99,7.77,0.87,16.33,320.0,6.01,1009.86
2007-09-05 04:00:00+00:00,9.88,7.68,0.86,15.87,321.0,11.27,1009.52
2007-09-05 05:00:00+00:00,8.87,5.89,0.89,20.72,311.0,4.01,1010.1
2007-09-05 06:00:00+00:00,8.96,5.76,0.9,23.33,320.0,6.47,1010.25
2007-09-05 07:00:00+00:00,8.89,5.88,0.89,21.14,319.0,10.9,1010.02
2007-09-05 08:00:00+00:00,8.89,5.88,0.89,21.16,310.0,10.95,1010.6
2007-09-05 09:00:00+00:00,9.01,6.56,0.9,16.13,302.0,10.8,1011.09
2007-09-05 10:00:00+00:00,8.94,5.96,0.89,20.91,300.0,4.94,1011.03
2007-09-05 11:00:00+00:00,10.0,7.61,0.83,17.81,291.0,7.04,1011.0
2007-09-05 12:00:00+00:00,10.85,10.85,0.83,22.07,290.0,9.95,1011.32
2007-09-05 13:00:00+00:00,10.0,7.99,0.83,14.47,300.0,10.98,1011.37
2007-09-05 14:00:00+00:00,10.53,10.53,0.78,14.47,290.0,15.6,1011.58
2007-09-05 15:00:00+00:00,9.95,8.02,0.85,13.77,263.0,9.9,1011.69
2007-09-05 16:00:00+00:00,10.0,7.83,0.78,15.86,261.0,10.95,1011.69
2007-09-05 17:00:00+00:00,10.0,8.22,0.83,12.74,251.0,10.9,1011.59
2007-09-05 18:00:00+00:00,9.47,7.84,0.83,10.98,251.0,15.5,1011.8
2007-09-05 19:00:00+00:00,9.44,7.83,0.84,10.88,240.0,15.55,1011.68
2007-09-05 20:00:00+00:00,8.92,7.22,0.86,10.72,211.0,15.55,1011.58
2007-09-05 21:00:00+00:00,8.92,7.26,0.84,10.51,220.0,15.55,1011.57
2007-09-05 22:00:00+00:00,8.92,7.26,0.84,10.48,209.0,15.57,1011.28
2007-09-05 23:00:00+00:00,8.87,7.17,0.84,10.72,198.0,15.6,1010.88
2007-09-06 00:00:00+00:00,6.59,5.9,0.93,5.01,304.0,4.91,1016.38
2007-09-06 01:00:00+00:00,8.36,6.48,0.89,11.16,148.0,6.12,1010.48
2007-09-06 02:00:00+00:00,8.36,6.52,0.89,10.95,139.0,6.12,1010.1
2007-09-06 03:00:00+00:00,8.43,6.68,0.9,10.48,162.0,8.16,1010.27
2007-09-06 04:00:00+00:00,8.87,7.24,0.89,10.32,155.0,10.98,1010.29
2007-09-06 05:00:00+00:00,8.87,7.21,0.89,10.46,135.0,10.9,1010.7
2007-09-06 06:00:00+00:00,8.9,6.79,0.9,13.35,140.0,6.63,1011.29
2007-09-06 07:00:00+00:00,9.98,8.28,0.83,12.17,136.0,5.14,1011.42
2007-09-06 08:00:00+00:00,10.0,8.11,0.83,13.6,127.0,10.85,1012.02
2007-09-06 09:00:00+00:00,10.08,10.08,0.84,12.99,127.0,6.65,1012.57
2007-09-06 10:00:00+00:00,11.16,11.16,0.77,13.35,128.0,7.97,1013.02
2007-09-06 11:00:00+00:00,11.27,11.27,0.79,15.6,118.0,11.27,1013.59
2007-09-06 12:00:00+00:00,11.19,11.19,0.8,11.93,99.0,11.08,1014.16
2007-09-06 13:00:00+00:00,12.29,12.29,0.73,12.25,118.0,11.27,1014.32
2007-09-06 14:00:00+00:00,11.76,11.76,0.76,13.68,118.0,8.13,1014.62
2007-09-06 15:00:00+00:00,12.19,12.19,0.75,7.05,126.0,11.08,1014.9
2007-09-06 16:00:00+00:00,12.17,12.17,0.73,1.09,131.0,11.04,1015.24
2007-09-06 17:00:00+00:00,11.08,11.08,0.8,1.63,92.0,11.13,1015.45
2007-09-06 18:00:00+00:00,10.96,10.96,0.82,0.56,248.0,10.88,1016.03
2007-09-06 19:00:00+00:00,9.95,9.95,0.86,4.65,348.0,10.98,1016.34
2007-09-06 20:00:00+00:00,9.37,9.37,0.86,3.17,320.0,15.55,1016.53
2007-09-06 21:00:00+00:00,8.43,8.43,0.9,3.86,273.0,14.72,1016.52
2007-09-06 22:00:00+00:00,7.78,7.78,0.89,3.57,251.0,7.91,1016.46
2007-09-06 23:00:00+00:00,6.71,5.57,0.93,6.44,280.0,1.11,1016.61
2007-09-07 00:00:00+00:00,10.07,10.07,0.88,7.63,253.0,6.84,1015.11
2007-09-07 01:00:00+00:00,6.08,6.08,0.9,3.14,195.0,1.42,1016.12
2007-09-07 02:00:00+00:00,5.07,5.07,0.89,0.0,0.0,0.64,1015.61
2007-09-07 03:00:00+00:00,5.79,5.79,0.91,3.56,222.0,0.37,1015.48
2007-09-07 04:00:00+00:00,3.96,2.04,0.92,7.6,240.0,0.16,1014.93
2007-09-07 05:00:00+00:00,6.04,4.07,0.87,9.32,209.0,0.16,1015.6
2007-09-07 06:00:00+00:00,6.52,6.52,0.93,2.95,261.0,0.42,1016.21
2007-09-07 07:00:00+00:00,7.87,7.87,0.89,3.14,275.0,0.4,1016.19
2007-09-07 08:00:00+00:00,9.03,7.6,0.92,9.37,162.0,6.12,1016.28
2007-09-07 09:00:00+00:00,10.32,10.32,0.92,1.01,281.0,6.89,1016.17
2007-09-07 10:00:00+00:00,12.78,12.78,0.72,3.32,217.0,11.27,1015.79
2007-09-07 11:00:00+00:00,13.89,13.89,0.64,4.59,182.0,11.27,1015.21
2007-09-07 12:00:00+00:00,13.15,13.15,0.67,2.04,205.0,11.45,1015.41
2007-09-07 13:00:00+00:00,13.03,13.03,0.71,8.5,99.0,11.27,1015.27
2007-09-07 14:00:00+00:00,13.96,13.96,0.64,4.04,130.0,11.27,1014.99
2007-09-07 15:00:00+00:00,14.08,14.08,0.62,2.74,335.0,11.45,1014.92
2007-09-07 16:00:00+00:00,13.91,13.91,0.65,2.82,32.0,11.27,1014.91
2007-09-07 17:00:00+00:00,12.82,12.82,0.77,3.33,272.0,10.05,1014.72
2007-09-07 18:00:00+00:00,11.23,11.23,0.8,2.79,140.0,8.82,1015.3
2007-09-07 19:00:00+00:00,10.09,10.09,0.86,1.38,188.0,8.13,1015.81
2007-09-07 20:00:00+00:00,9.06,8.28,0.86,6.44,260.0,8.13,1015.45
2007-09-07 21:00:00+00:00,8.74,7.39,0.89,8.68,287.0,6.84,1015.6
2007-09-07 22:00:00+00:00,8.56,7.68,0.89,6.55,268.0,6.3,1015.23
2007-09-07 23:00:00+00:00,9.61,9.61,0.86,3.56,271.0,6.3,1014.81
2007-09-08 00:00:00+00:00,12.92,12.92,0.85,10.51,279.0,14.96,1013.97
2007-09-08 01:00:00+00:00,9.63,9.63,0.89,3.33,269.0,6.3,1014.5
2007-09-08 02:00:00+00:00,10.67,10.67,0.89,6.47,261.0,6.3,1014.12
2007-09-08 03:00:00+00:00,10.76,10.76,0.9,6.65,263.0,6.84,1013.93
2007-09-08 04:00:00+00:00,10.21,10.21,0.93,8.03,253.0,6.3,1013.64
2007-09-08 05:00:00+00:00,11.27,11.27,0.92,11.17,280.0,6.12,1013.73
2007-09-08 06:00:00+00:00,12.73,12.73,0.85,13.62,309.0,7.99,1013.61
2007-09-08 07:00:00+00:00,12.89,12.89,0.83,12.85,329.0,11.21,1013.46
2007-09-08 08:00:00+00:00,14.01,14.01,0.83,14.14,340.0,11.21,1014.04
2007-09-08 09:00:00+00:00,14.96,14.96,0.79,15.39,345.0,11.08,1014.1
2007-09-08 10:00:00+00:00,15.16,15.16,0.72,15.28,339.0,11.27,1014.23
2007-09-08 11:00:00+00:00,15.16,15.16,0.78,20.06,311.0,11.27,1014.52
2007-09-08 12:00:00+00:00,16.14,16.14,0.73,14.88,314.0,11.08,1014.52
2007-09-08 13:00:00+00:00,16.23,16.23,0.72,19.77,300.0,11.27,1014.12
2007-09-08 14:00:00+00:00,16.23,16.23,0.72,11.06,298.0,11.21,1013.92
2007-09-08 15:00:00+00:00,17.1,17.1,0.73,9.85,289.0,11.03,1013.84
2007-09-08 16:00:00+00:00,17.29,17.29,0.71,9.42,291.0,11.21,1013.81
2007-09-08 17:00:00+00:00,16.16,16.16,0.77,8.03,270.0,11.21,1013.72
2007-09-08 18:00:00+00:00,15.13,15.13,0.83,3.8,294.0,9.98,1013.94
2007-09-08 19:00:00+00:00,15.0,15.0,0.78,11.09,252.0,11.21,1014.14
2007-09-08 20:00:00+00:00,14.42,14.42,0.83,6.63,261.0,15.83,1014.34
2007-09-08 21:00:00+00:00,13.51,13.51,0.81,13.31,287.0,14.96,1014.34
2007-09-08 22:00:00+00:00,12.41,12.41,0.83,11.08,280.0,15.83,1014.22
2007-09-08 23:00:00+00:00,12.45,12.45,0.86,11.19,289.0,15.83,1014.13
2007-09-09 00:00:00+00:00,11.32,11.32,0.79,13.4,269.0,14.96,1015.29
2007-09-09 01:00:00+00:00,13.98,13.98,0.83,14.31,279.0,15.83,1013.42
2007-09-09 02:00:00+00:00,14.49,14.49,0.8,17.47,279.0,15.83,1013.03
2007-09-09 03:00:00+00:00,14.52,14.52,0.81,16.7,279.0,15.31,1012.57
2007-09-09 04:00:00+00:00,14.49,14.49,0.77,17.53,289.0,15.87,1012.22
2007-09-09 05:00:00+00:00,13.96,13.96,0.77,15.79,270.0,11.27,1012.24
2007-09-09 06:00:00+00:00,15.99,15.99,0.74,21.65,278.0,11.08,1012.59
2007-09-09 07:00:00+00:00,17.19,17.19,0.72,26.77,289.0,11.27,1012.31
2007-09-09 08:00:00+00:00,17.78,17.78,0.7,30.03,290.0,11.27,1012.24
2007-09-09 09:00:00+00:00,18.84,18.84,0.57,28.16,296.0,11.45,1012.29
2007-09-09 10:00:00+00:00,18.84,18.84,0.61,29.58,308.0,11.27,1012.23
2007-09-09 11:00:00+00:00,19.91,19.91,0.5,26.45,299.0,11.27,1012.33
2007-09-09 12:00:00+00:00,19.98,19.98,0.49,32.7,298.0,11.14,1012.08
2007-09-09 13:00:00+00:00,17.36,17.36,0.66,28.08,308.0,11.27,1012.95
2007-09-09 14:00:00+00:00,18.84,18.84,0.49,33.89,309.0,11.27,1012.6
2007-09-09 15:00:00+00:00,18.78,18.78,0.48,31.43,299.0,11.14,1012.37
2007-09-09 16:00:00+00:00,17.73,17.73,0.56,25.1,289.0,9.98,1011.96
2007-09-09 17:00:00+00:00,16.11,16.11,0.62,17.21,289.0,9.98,1012.05
2007-09-09 18:00:00+00:00,14.11,14.11,0.71,13.78,277.0,9.98,1012.97
2007-09-09 19:00:00+00:00,14.86,14.86,0.61,21.25,308.0,9.98,1013.36
2007-09-09 20:00:00+00:00,14.29,14.29,0.63,16.94,298.0,15.83,1013.77
2007-09-09 21:00:00+00:00,13.14,13.14,0.67,16.34,296.0,15.26,1014.68
2008-03-31 22:00:00+00:00,6.38,5.13,0.66,6.65,351.0,15.83,1016.81
2008-03-31 23:00:00+00:00,5.33,3.96,0.68,6.47,339.0,15.83,1016.71
2008-04-01 00:00:00+00:00,5.83,4.73,0.78,5.88,15.0,14.17,1017.32
2008-04-01 01:00:00+00:00,3.27,1.54,0.74,6.6,351.0,15.83,1016.82
2008-04-01 02:00:00+00:00,3.22,1.42,0.76,6.79,11.0,15.83,1016.73
2008-04-01 03:00:00+00:00,2.23,-0.95,0.81,11.38,342.0,14.96,1016.73
2008-04-01 04:00:00+00:00,1.25,-2.11,0.78,11.27,342.0,9.98,1016.72
2008-04-01 05:00:00+00:00,1.21,-2.08,0.78,10.92,331.0,8.13,1017.02
2008-04-01 06:00:00+00:00,4.09,1.38,0.81,10.98,349.0,7.63,1017.15
2008-04-01 07:00:00+00:00,7.27,4.92,0.65,12.62,10.0,8.13,1017.22
2008-04-01 08:00:00+00:00,10.02,10.02,0.58,14.33,22.0,8.13,1017.21
2008-04-01 09:00:00+00:00,11.26,11.26,0.54,13.07,7.0,9.98,1017.16
2008-04-01 10:00:00+00:00,11.22,11.22,0.5,14.36,350.0,9.98,1017.11
2008-04-01 11:00:00+00:00,12.33,12.33,0.43,15.94,349.0,9.98,1017.08
2008-04-01 12:00:00+00:00,13.02,13.02,0.48,15.76,351.0,9.98,1016.87
2008-04-01 13:00:00+00:00,13.98,13.98,0.47,17.26,332.0,9.98,1016.39
2008-04-01 14:00:00+00:00,13.96,13.96,0.45,15.68,342.0,9.98,1016.17
2008-04-01 15:00:00+00:00,13.04,13.04,0.47,14.8,349.0,10.35,1015.97
2008-04-01 16:00:00+00:00,12.87,12.87,0.48,16.92,341.0,11.21,1015.79
2008-04-01 17:00:00+00:00,12.73,12.73,0.51,12.57,13.0,11.21,1016.18
2008-04-01 18:00:00+00:00,11.23,11.23,0.55,13.3,27.0,9.98,1016.71
2008-04-01 19:00:00+00:00,9.82,7.77,0.61,14.46,33.0,11.21,1017.3
2008-04-01 20:00:00+00:00,8.75,6.11,0.66,17.34,42.0,11.98,1017.78
2008-04-01 21:00:00+00:00,7.93,5.52,0.71,13.94,41.0,11.69,1017.99
2008-04-09 22:00:00+00:00,12.24,12.24,0.74,14.2,171.0,15.83,1002.81
2008-04-09 23:00:00+00:00,11.78,11.78,0.77,11.08,170.0,15.83,1003.03
2008-04-10 00:00:00+00:00,12.72,12.72,0.84,13.54,164.0,14.96,1003.98
2008-04-10 01:00:00+00:00,11.78,11.78,0.82,6.58,191.0,9.98,1003.37
2008-04-10 02:00:00+00:00,11.73,11.73,0.82,6.52,173.0,14.91,1002.82
2008-04-10 03:00:00+00:00,11.86,11.86,0.84,10.59,178.0,14.22,1003.16
2008-04-10 04:00:00+00:00,12.19,12.19,0.74,7.99,181.0,11.21,1003.18
2008-04-10 05:00:00+00:00,12.15,12.15,0.8,10.95,160.0,11.21,1003.29
2008-04-10 06:00:00+00:00,12.37,12.37,0.8,12.27,147.0,11.03,1003.57
2008-04-10 07:00:00+00:00,12.54,12.54,0.79,13.97,153.0,11.21,1003.56
2008-04-10 08:00:00+00:00,14.23,14.23,0.76,14.23,162.0,11.27,1003.66
2008-04-10 09:00:00+00:00,16.29,16.29,0.67,17.08,170.0,11.45,1003.95
2008-04-10 10:00:00+00:00,17.82,17.82,0.59,15.42,181.0,11.21,1003.68
2008-04-10 11:00:00+00:00,18.98,18.98,0.56,17.28,201.0,11.21,1003.3
2008-04-10 12:00:00+00:00,18.17,18.17,0.55,15.26,212.0,11.4,1003.14
2008-04-10 13:00:00+00:00,20.09,20.09,0.49,21.93,201.0,11.21,1002.89
2008-04-10 14:00:00+00:00,18.01,18.01,0.59,16.05,209.0,11.21,1002.9
2008-04-10 15:00:00+00:00,19.12,19.12,0.55,13.52,209.0,11.4,1002.83
2008-04-10 16:00:00+00:00,18.98,18.98,0.56,14.31,191.0,11.21,1002.3
2008-04-10 17:00:00+00:00,17.33,17.33,0.58,11.04,171.0,9.98,1002.5
2008-04-10 18:00:00+00:00,15.39,15.39,0.63,10.95,164.0,10.35,1003.03
2008-04-10 19:00:00+00:00,15.04,15.04,0.68,12.67,162.0,9.98,1003.52
2008-04-10 20:00:00+00:00,13.91,13.91,0.75,11.06,150.0,15.83,1003.78
2008-04-10 21:00:00+00:00,14.15,14.15,0.74,11.24,158.0,14.96,1004.08
2008-04-10 22:00:00+00:00,13.82,13.82,0.75,14.02,151.0,15.83,1004.19
2008-04-10 23:00:00+00:00,13.26,13.26,0.8,14.02,160.0,15.83,1004.2
2008-04-11 00:00:00+00:00,13.56,13.56,0.79,10.66,211.0,14.96,1004.55
2008-04-11 01:00:00+00:00,12.2,12.2,0.83,10.95,160.0,15.83,1004.49
2008-04-11 02:00:00+00:00,11.69,11.69,0.86,14.35,151.0,15.83,1004.4
2008-04-11 03:00:00+00:00,11.78,11.78,0.84,13.83,173.0,14.96,1004.46
2008-04-11 04:00:00+00:00,12.22,12.22,0.8,12.53,171.0,8.13,1004.3
2008-04-11 05:00:00+00:00,12.2,12.2,0.86,11.0,132.0,11.21,1004.35
2008-04-11 06:00:00+00:00,14.88,14.88,0.8,15.05,153.0,9.98,1004.51
2008-04-11 07:00:00+00:00,17.29,17.29,0.72,17.44,179.0,9.98,1004.86
2008-04-11 08:00:00+00:00,19.98,19.98,0.61,23.31,171.0,9.98,1004.89
2008-04-11 09:00:00+00:00,19.86,19.86,0.61,23.62,190.0,10.4,1005.1
2008-04-11 10:00:00+00:00,20.05,20.05,0.6,26.76,210.0,9.98,1004.8
2008-04-11 11:00:00+00:00,20.14,20.14,0.6,23.81,219.0,11.21,1004.88
2008-04-11 12:00:00+00:00,22.12,22.12,0.47,24.96,230.0,11.4,1004.35
2008-04-11 13:00:00+00:00,22.29,22.29,0.49,22.14,220.0,11.21,1003.92
2008-04-11 14:00:00+00:00,22.24,22.24,0.49,22.14,220.0,11.21,1003.68
2008-04-11 15:00:00+00:00,21.28,21.28,0.49,20.7,208.0,11.4,1003.47
2008-04-11 16:00:00+00:00,20.16,20.16,0.56,14.33,210.0,11.27,1003.2
2008-04-11 17:00:00+00:00,17.86,17.86,0.6,15.17,172.0,11.27,1003.61
2008-04-11 18:00:00+00:00,16.52,16.52,0.77,10.67,159.0,10.4,1003.83
2008-04-11 19:00:00+00:00,16.08,16.08,0.81,10.98,131.0,9.98,1003.72
2008-04-11 20:00:00+00:00,15.56,15.56,0.81,10.71,150.0,15.83,1003.74
2008-04-11 21:00:00+00:00,16.71,16.71,0.71,11.69,172.0,14.88,1003.62
2008-04-11 22:00:00+00:00,16.5,16.5,0.71,16.79,179.0,15.83,1003.67
2008-04-11 23:00:00+00:00,15.46,15.46,0.73,10.5,247.0,15.83,1004.23
2008-04-12 00:00:00+00:00,9.12,7.06,0.84,13.43,246.0,14.17,1010.18
2008-04-12 01:00:00+00:00,13.24,13.24,0.8,14.47,200.0,15.83,1004.63
2008-04-12 02:00:00+00:00,12.71,12.71,0.8,6.6,182.0,15.83,1005.01
2008-04-12 03:00:00+00:00,12.99,12.99,0.78,11.01,185.0,14.96,1005.31
2008-04-12 04:00:00+00:00,12.22,12.22,0.8,9.61,172.0,9.98,1006.09
2008-04-12 05:00:00+00:00,12.27,12.27,0.8,9.27,163.0,9.98,1005.91
2008-04-12 06:00:00+00:00,13.94,13.94,0.78,7.87,174.0,10.35,1006.15
2008-04-12 07:00:00+00:00,12.92,12.92,0.89,7.65,247.0,11.27,1005.97
2008-04-12 08:00:00+00:00,12.89,12.89,0.89,7.62,299.0,7.28,1008.7
2008-04-12 09:00:00+00:00,13.06,13.06,0.89,2.51,336.0,11.08,1008.33
2008-04-12 10:00:00+00:00,12.89,12.89,0.95,0.9,311.0,11.27,1007.81
2008-04-12 11:00:00+00:00,13.8,13.8,0.89,6.36,129.0,8.19,1007.45
2008-04-12 12:00:00+00:00,13.92,13.92,0.89,7.92,318.0,11.45,1007.33
2008-04-12 13:00:00+00:00,12.22,12.22,0.85,13.78,348.0,11.27,1007.49
2008-04-12 14:00:00+00:00,12.2,12.2,0.8,13.91,329.0,8.19,1007.03
2008-04-12 15:00:00+00:00,12.36,12.36,0.86,14.43,329.0,8.82,1007.42
2008-04-12 16:00:00+00:00,12.07,12.07,0.8,16.07,329.0,11.27,1007.61
2008-04-12 17:00:00+00:00,10.99,10.99,0.8,15.91,320.0,9.98,1007.4
2008-04-12 18:00:00+00:00,11.0,11.0,0.79,13.83,321.0,9.98,1007.5
2008-04-12 19:00:00+00:00,9.96,7.74,0.83,16.12,291.0,8.13,1008.32
2008-04-12 20:00:00+00:00,9.4,6.94,0.83,17.07,299.0,8.13,1009.23
2008-04-12 21:00:00+00:00,8.43,5.71,0.87,17.29,278.0,8.11,1010.65
2008-04-12 22:00:00+00:00,8.31,4.81,0.83,24.73,279.0,9.98,1011.24
2008-04-12 23:00:00+00:00,7.83,5.34,0.85,14.3,270.0,11.98,1011.26
2008-04-13 00:00:00+00:00,6.89,5.99,0.87,5.73,187.0,9.79,1017.46
2008-04-13 01:00:00+00:00,8.33,5.59,0.76,17.28,251.0,14.91,1012.26
2008-04-13 02:00:00+00:00,8.33,5.29,0.76,20.03,252.0,14.91,1012.77
2008-04-13 03:00:00+00:00,7.91,4.99,0.84,17.85,251.0,14.96,1013.71
2008-04-13 04:00:00+00:00,7.78,5.12,0.82,15.49,261.0,9.9,1014.37
2008-04-13 05:00:00+00:00,7.76,5.28,0.83,14.14,271.0,7.13,1015.29
2008-04-13 06:00:00+00:00,9.03,6.52,0.78,16.74,271.0,6.41,1016.47
2008-04-13 07:00:00+00:00,12.06,12.06,0.72,17.34,281.0,7.13,1016.79
2008-04-13 08:00:00+00:00,12.66,12.66,0.64,15.73,291.0,9.9,1017.19
2008-04-13 09:00:00+00:00,13.79,13.79,0.52,16.84,305.0,11.08,1017.56
2008-04-13 10:00:00+00:00,15.02,15.02,0.48,13.93,310.0,11.27,1017.76
2008-04-13 11:00:00+00:00,16.06,16.06,0.44,15.92,310.0,11.21,1017.95
2008-04-13 12:00:00+00:00,16.09,16.09,0.49,13.94,313.0,9.98,1017.84
2008-04-13 13:00:00+00:00,16.11,16.11,0.44,13.12,301.0,9.98,1017.44
2008-04-13 14:00:00+00:00,16.14,16.14,0.43,12.59,328.0,9.98,1017.14
2008-04-13 15:00:00+00:00,15.28,15.28,0.45,12.03,331.0,10.35,1016.97
2008-04-13 16:00:00+00:00,15.12,15.12,0.53,3.45,296.0,9.98,1016.75
2008-04-13 17:00:00+00:00,13.88,13.88,0.54,5.3,105.0,9.98,1017.04
2008-04-13 18:00:00+00:00,11.47,11.47,0.64,7.15,116.0,9.98,1017.53
2008-04-13 19:00:00+00:00,9.98,8.72,0.71,9.4,132.0,9.98,1018.35
2008-04-13 20:00:00+00:00,8.79,7.08,0.77,10.71,130.0,15.83,1018.37
2008-04-13 21:00:00+00:00,8.04,8.04,0.78,3.22,158.0,14.96,1018.68
2008-04-13 22:00:00+00:00,7.11,7.11,0.8,3.35,162.0,15.65,1018.64
2008-04-13 23:00:00+00:00,7.04,5.99,0.84,6.28,140.0,14.73,1018.55
2008-04-14 00:00:00+00:00,7.12,6.32,0.84,5.54,281.0,14.17,1012.61
2008-04-14 01:00:00+00:00,5.44,5.44,0.86,3.08,180.0,9.76,1018.07
2008-04-14 02:00:00+00:00,4.42,4.42,0.89,2.91,116.0,7.87,1018.25
2008-04-14 03:00:00+00:00,4.24,4.24,0.92,3.54,78.0,4.01,1018.14
2008-04-14 04:00:00+00:00,2.88,1.16,0.95,6.44,170.0,1.88,1018.06
2008-04-14 05:00:00+00:00,4.97,4.97,0.93,0.0,0.0,3.93,1018.25
2008-04-14 06:00:00+00:00,10.55,10.55,0.79,3.54,100.0,4.03,1018.3
2008-04-14 07:00:00+00:00,12.78,12.78,0.6,4.99,143.0,6.2,1018.05
2008-04-14 08:00:00+00:00,15.0,15.0,0.52,9.74,150.0,7.21,1018.04
2008-04-14 09:00:00+00:00,16.16,16.16,0.51,10.03,141.0,10.4,1017.58
2008-04-14 10:00:00+00:00,17.22,17.22,0.48,9.58,175.0,11.21,1016.95
2008-04-14 11:00:00+00:00,17.22,17.22,0.41,9.37,185.0,9.98,1016.35
2008-04-14 12:00:00+00:00,17.77,17.77,0.45,9.93,136.0,10.35,1015.95
2008-04-14 13:00:00+00:00,17.76,17.76,0.38,8.24,159.0,9.98,1015.45
2008-04-14 14:00:00+00:00,17.24,17.24,0.51,12.41,73.0,9.98,1014.45
2008-04-14 15:00:00+00:00,17.57,17.57,0.46,11.21,83.0,10.35,1014.12
2008-04-14 16:00:00+00:00,16.11,16.11,0.48,9.34,72.0,9.98,1013.55
2008-04-14 17:00:00+00:00,13.97,13.97,0.51,9.27,53.0,9.98,1013.27
2008-04-14 18:00:00+00:00,12.91,12.91,0.59,9.79,55.0,10.35,1013.28
2008-04-14 19:00:00+00:00,11.04,11.04,0.67,11.21,41.0,9.98,1013.27
2008-04-14 20:00:00+00:00,10.41,10.41,0.67,10.71,51.0,14.91,1012.89
2008-04-14 21:00:00+00:00,11.58,11.58,0.62,12.77,59.0,14.17,1012.45
2008-04-14 22:00:00+00:00,10.39,10.39,0.64,10.67,47.0,14.91,1012.2
2008-04-14 23:00:00+00:00,9.84,9.42,0.67,5.57,171.0,14.91,1011.91
2008-04-15 00:00:00+00:00,8.52,8.52,0.9,3.77,356.0,11.69,1008.45
2008-04-15 01:00:00+00:00,7.64,7.64,0.83,3.24,304.0,14.91,1010.59
2008-04-15 02:00:00+00:00,8.22,7.4,0.83,6.13,317.0,14.91,1010.0
2008-04-15 03:00:00+00:00,7.98,6.22,0.83,10.06,0.0,14.17,1009.72
2008-04-15 04:00:00+00:00,7.62,5.89,0.83,9.56,342.0,11.21,1009.39
